Trans Size,Total Contracts,Contracts,Premiums,Contracts.1,Premiums.1,Contracts.2,Premiums.2,Contracts.3,Premiums.3,porc,ds
CUST (ALL),24239741,"16,954,087",$6257703375.0000,"7,285,654",$2207530859.5000,"8,831,662",$2913319727.0000,"12,855,347",$4861535144.5000,calls,2020-02-28
FIRM (ALL),1947291,"926,426",$219331884.0000,"1,020,865",$254471097.0000,"1,263,091",$332758401.0000,"1,432,244",$353241772.0000,calls,2020-02-28
M-M (ALL),22830249,0,$0,"22,830,249",$9373527822.5000,0,$0,"24,634,937",$9851709993.5000,calls,2020-02-28
TOTAL CALLS,49017281,"17,880,513",$6477035259.0000,"31,136,768",$11835529779.0000,"10,094,753",$3246078128.0000,"38,922,528",$15066486910.0000,calls,2020-02-28
CUST (1-10),5671546,"3,958,819",$2082596817.0000,"1,712,727",$2029089411.0000,"2,717,480",$1720232875.0000,"3,366,624",$2682210574.0000,puts,2020-02-28
CUST (11-49),3654303,"2,435,970",$771593935.0000,"1,218,333",$961549688.0000,"1,864,638",$751925239.0000,"2,201,397",$1079268897.0000,puts,2020-02-28
CUST (50-UP),6624438,"3,552,945",$954286254.0000,"3,071,493",$1502663969.0000,"3,236,543",$1037249837.0000,"4,459,451",$1729159274.0000,puts,2020-02-28
CUST (ALL),15950287,"9,947,734",$3808477006.0000,"6,002,553",$4493303068.0000,"7,818,661",$3509407951.0000,"10,027,472",$5490638745.0000,puts,2020-02-28
FIRM (ALL),3264940,"1,676,249",$593614776.0000,"1,588,691",$634245319.0000,"1,523,268",$600119557.0000,"1,922,195",$668446824.0000,puts,2020-02-28
M-M (ALL),20229529,0,$0,"20,229,529",$10972999350.0000,0,$0,"18,153,160",$10234026442.0000,puts,2020-02-28
TOTAL PUTS,39444756,"11,623,983",$4402091782.0000,"27,820,773",$16100547737.0000,"9,341,929",$4109527508.0000,"30,102,827",$16393112011.0000,puts,2020-02-28
CUST (1-10),14359420,"10,574,876",$5521832831.0000,"3,784,544",$2921058314.0000,"5,810,317",$3088995673.0000,"7,896,563",$5105197824.0000,comb,2020-02-28
CUST (11-49),9676338,"6,866,004",$2113375266.0000,"2,810,334",$1420735030.0000,"4,192,063",$1463490691.0000,"5,431,288",$2189315244.5000,comb,2020-02-28
CUST (50-UP),16154270,"9,460,941",$2430972284.0000,"6,693,329",$2359040583.5000,"6,647,943",$1870241314.0000,"9,554,968",$3057660821.0000,comb,2020-02-28
CUST (ALL),40190028,"26,901,821",$10066180381.0000,"13,288,207",$6700833927.5000,"16,650,323",$6422727678.0000,"22,882,819",$10352173889.5000,comb,2020-02-28
FIRM (ALL),5212231,"2,602,675",$812946660.0000,"2,609,556",$888716416.0000,"2,786,359",$932877958.0000,"3,354,439",$1021688596.0000,comb,2020-02-28
M-M (ALL),43059778,0,$0,"43,059,778",$20346527172.5000,0,$0,"42,788,097",$20085736435.5000,comb,2020-02-28
TOTAL COMB,88462037,"29,504,496",$10879127041.0000,"58,957,541",$27936077516.0000,"19,436,682",$7355605636.0000,"69,025,355",$31459598921.0000,comb,2020-02-28
CUST (1-10),6673280,"5,287,833",$2852437654.0000,"1,385,447",$657894407.3500,"2,420,072",$1041395301.1000,"3,687,017",$2262192571.5700,calls,2020-03-06
CUST (11-49),4659238,"3,602,076",$1097947406.0000,"1,057,162",$315544619.0000,"1,914,135",$530169818.0000,"2,635,477",$920849103.0000,calls,2020-03-06
CUST (50-UP),7218634,"4,737,676",$1216977683.0000,"2,480,958",$673679918.0000,"3,000,143",$689308970.0000,"4,175,320",$1100454732.0000,calls,2020-03-06
CUST (ALL),18551152,"13,627,585",$5167362743.0000,"4,923,567",$1647118944.3500,"7,334,350",$2260874089.1000,"10,497,814",$4283496406.5700,calls,2020-03-06
FIRM (ALL),1877146,"908,199",$247147107.5000,"968,947",$184993340.0200,"912,933",$283842588.0000,"1,066,208",$225320754.0000,calls,2020-03-06
M-M (ALL),18451802,0,$0,"18,451,802",$7706713368.6500,0,$0,"19,068,795",$7899801665.8500,calls,2020-03-06
TOTAL CALLS,38880100,"14,535,784",$5414509850.5000,"24,344,316",$9538825653.0200,"8,247,283",$2544716677.1000,"30,632,817",$12408618826.4200,calls,2020-03-06
CUST (1-10),4368232,"3,156,902",$1669996100.0000,"1,211,330",$1050765165.8000,"2,124,712",$1234910525.0000,"2,497,847",$1588499165.0100,puts,2020-03-06
CUST (11-49),2906656,"2,029,865",$688178331.0000,"876,791",$523241477.0000,"1,491,717",$644158197.0000,"1,633,598",$695728579.2900,puts,2020-03-06
CUST (50-UP),5191816,"3,026,726",$1667614688.0000,"2,165,090",$1434878204.5000,"2,543,849",$1237229141.0000,"3,419,740",$1401794538.5000,puts,2020-03-06
CUST (ALL),12466704,"8,213,493",$4025789119.0000,"4,253,211",$3008884847.3000,"6,160,278",$3116297863.0000,"7,551,185",$3686022282.8000,puts,2020-03-06
FIRM (ALL),2529358,"1,159,144",$453109568.0000,"1,370,214",$594422465.3600,"1,167,228",$882633322.0000,"1,256,194",$910737953.0000,puts,2020-03-06
M-M (ALL),15500103,0,$0,"15,500,103",$7669039537.4400,0,$0,"14,361,280",$7155554116.3000,puts,2020-03-06
TOTAL PUTS,30496165,"9,372,637",$4478898687.0000,"21,123,528",$11272346850.1000,"7,327,506",$3998931185.0000,"23,168,659",$11752314352.1000,puts,2020-03-06
CUST (1-10),11041512,"8,444,735",$4522433754.0000,"2,596,777",$1708659573.1500,"4,544,784",$2276305826.1000,"6,184,864",$3850691736.5800,comb,2020-03-06
CUST (11-49),7565894,"5,631,941",$1786125737.0000,"1,933,953",$838786096.0000,"3,405,852",$1174328015.0000,"4,269,075",$1616577682.2900,comb,2020-03-06
CUST (50-UP),12410450,"7,764,402",$2884592371.0000,"4,646,048",$2108558122.5000,"5,543,992",$1926538111.0000,"7,595,060",$2502249270.5000,comb,2020-03-06
CUST (ALL),31017856,"21,841,078",$9193151862.0000,"9,176,778",$4656003791.6500,"13,494,628",$5377171952.1000,"18,048,999",$7969518689.3700,comb,2020-03-06
FIRM (ALL),4406504,"2,067,343",$700256675.5000,"2,339,161",$779415805.3800,"2,080,161",$1166475910.0000,"2,322,402",$1136058707.0000,comb,2020-03-06
M-M (ALL),33951905,0,$0,"33,951,905",$15375752906.0900,0,$0,"33,430,075",$15055355782.1500,comb,2020-03-06
TOTAL COMB,69376265,"23,908,421",$9893408537.5000,"45,467,844",$20811172503.1200,"15,574,789",$6543647862.1000,"53,801,476",$24160933178.5200,comb,2020-03-06
CUST (1-10),5893466,"4,328,955",$2395805975.0000,"1,564,511",$623968575.0000,"2,159,938",$1075475568.0000,"3,039,383",$1752420583.0000,calls,2020-03-13
CUST (11-49),3987886,"2,770,855",$880176438.0000,"1,217,031",$317562863.0000,"1,690,031",$569209267.0000,"2,145,676",$724612201.0000,calls,2020-03-13
CUST (50-UP),7313685,"4,294,427",$988874406.0000,"3,019,258",$585147274.0000,"2,845,169",$623763349.0000,"4,256,247",$1046729483.0000,calls,2020-03-13
CUST (ALL),17195037,"11,394,237",$4264856819.0000,"5,800,800",$1526678712.0000,"6,695,138",$2268448184.0000,"9,441,306",$3523762267.0000,calls,2020-03-13
FIRM (ALL),1572872,"777,076",$170423150.0000,"795,796",$245375108.0000,"755,754",$246331059.0000,"865,510",$342375276.0000,calls,2020-03-13
M-M (ALL),15908717,0,$0,"15,908,717",$7039142023.0000,0,$0,"16,918,918",$6865559026.0000,calls,2020-03-13
TOTAL CALLS,34676626,"12,171,313",$4435279969.0000,"22,505,313",$8811195843.0000,"7,450,892",$2514779243.0000,"27,225,734",$10731696569.0000,calls,2020-03-13
CUST (1-10),5621934,"3,678,965",$2324418051.0000,"1,942,969",$3317521993.7500,"1,836,997",$1663438386.0000,"3,247,445",$3217086622.5000,puts,2020-03-13
CUST (11-49),3501220,"2,003,662",$880585646.0000,"1,497,558",$1753556372.0000,"1,348,620",$828507045.0000,"2,016,919",$1452916128.0000,puts,2020-03-13
CUST (50-UP),7459365,"3,357,094",$2050959870.0000,"4,102,271",$4757789910.0000,"2,704,781",$1929297118.0000,"4,682,562",$4120764097.0000,puts,2020-03-13
CUST (ALL),16582519,"9,039,721",$5255963567.0000,"7,542,798",$9828868275.7500,"5,890,398",$4421242549.0000,"9,946,926",$8790766847.5000,puts,2020-03-13
FIRM (ALL),2475541,"1,075,391",$530536528.0000,"1,400,150",$1336954212.0000,"1,321,666",$1088438071.0000,"1,431,482",$1426791256.0000,puts,2020-03-13
M-M (ALL),16553076,0,$0,"16,553,076",$12668132421.5000,0,$0,"17,020,664",$13893216280.7500,puts,2020-03-13
TOTAL PUTS,35611136,"10,115,112",$5786500095.0000,"25,496,024",$23833954909.2500,"7,212,064",$5509680620.0000,"28,399,072",$24110774384.2500,puts,2020-03-13
CUST (1-10),11515400,"8,007,920",$4720224026.0000,"3,507,480",$3941490568.7500,"3,996,935",$2738913954.0000,"6,286,828",$4969507205.5000,comb,2020-03-13
CUST (11-49),7489106,"4,774,517",$1760762084.0000,"2,714,589",$2071119235.0000,"3,038,651",$1397716312.0000,"4,162,595",$2177528329.0000,comb,2020-03-13
CUST (50-UP),14773050,"7,651,521",$3039834276.0000,"7,121,529",$5342937184.0000,"5,549,950",$2553060467.0000,"8,938,809",$5167493580.0000,comb,2020-03-13
CUST (ALL),33777556,"20,433,958",$9520820386.0000,"13,343,598",$11355546987.7500,"12,585,536",$6689690733.0000,"19,388,232",$12314529114.5000,comb,2020-03-13
FIRM (ALL),4048413,"1,852,467",$700959678.0000,"2,195,946",$1582329320.0000,"2,077,420",$1334769130.0000,"2,296,992",$1769166532.0000,comb,2020-03-13
M-M (ALL),32461793,0,$0,"32,461,793",$19707274444.5000,0,$0,"33,939,582",$20758775306.7500,comb,2020-03-13
TOTAL COMB,70287762,"22,286,425",$10221780064.0000,"48,001,337",$32645150752.2500,"14,662,956",$8024459863.0000,"55,624,806",$34842470953.2500,comb,2020-03-13
CUST (1-10),6174985,"4,719,605",$2925670788.1800,"1,455,380",$757904036.3000,"2,142,217",$1194946266.0000,"3,374,393",$2309367788.3800,calls,2020-03-20
CUST (11-49),3881255,"2,817,246",$1013151000.0000,"1,064,009",$369790276.0000,"1,591,365",$568507797.0000,"2,217,283",$913000669.0000,calls,2020-03-20
CUST (50-UP),6240731,"3,755,312",$969200332.0000,"2,485,419",$827275905.5000,"2,302,413",$628305191.0000,"3,718,818",$1141593959.5000,calls,2020-03-20
CUST (ALL),16296971,"11,292,163",$4908022120.1800,"5,004,808",$1954970217.8000,"6,035,995",$2391759254.0000,"9,310,494",$4363962416.8800,calls,2020-03-20
FIRM (ALL),1452488,"525,041",$226670152.0000,"927,447",$258627047.0000,"629,262",$279837928.0000,"792,062",$254543805.0000,calls,2020-03-20
M-M (ALL),16203129,0,$0,"16,203,129",$8479016316.3800,0,$0,"17,184,775",$8537202449.4800,calls,2020-03-20
TOTAL CALLS,33952588,"11,817,204",$5134692272.1800,"22,135,384",$10692613581.1800,"6,665,257",$2671597182.0000,"27,287,331",$13155708671.3600,calls,2020-03-20
CUST (1-10),5802121,"4,075,195",$2784130042.0000,"1,726,926",$3570959819.1400,"1,842,704",$1810005580.0000,"3,594,499",$4002730615.0000,puts,2020-03-20
CUST (11-49),3362433,"2,129,567",$1015717739.0000,"1,232,866",$1844276701.0000,"1,242,529",$834780669.0000,"2,097,244",$1746981157.0000,puts,2020-03-20
CUST (50-UP),5862229,"2,635,402",$1195522140.0000,"3,226,827",$3157341951.0000,"1,888,639",$1123514975.0000,"3,830,523",$3030161430.0000,puts,2020-03-20
CUST (ALL),15026783,"8,840,164",$4995369921.0000,"6,186,619",$8572578471.1400,"4,973,872",$3768301224.0000,"9,522,266",$8779873202.0000,puts,2020-03-20
FIRM (ALL),1634445,"684,290",$464019411.0000,"950,155",$954996872.0000,"586,779",$513644494.0000,"1,144,705",$1043778575.0000,puts,2020-03-20
M-M (ALL),15967539,0,$0,"15,967,539",$14641990566.5000,0,$0,"16,401,145",$15523357746.6400,puts,2020-03-20
TOTAL PUTS,32628767,"9,524,454",$5459389332.0000,"23,104,313",$24169565909.6400,"5,560,651",$4281945718.0000,"27,068,116",$25347009523.6400,puts,2020-03-20
CUST (1-10),11977106,"8,794,800",$5709800830.1800,"3,182,306",$4328863855.4400,"3,984,921",$3004951846.0000,"6,968,892",$6312098403.3800,comb,2020-03-20
CUST (11-49),7243688,"4,946,813",$2028868739.0000,"2,296,875",$2214066977.0000,"2,833,894",$1403288466.0000,"4,314,527",$2659981826.0000,comb,2020-03-20
CUST (50-UP),12102960,"6,390,714",$2164722472.0000,"5,712,246",$3984617856.5000,"4,191,052",$1751820166.0000,"7,549,341",$4171755389.5000,comb,2020-03-20
CUST (ALL),31323754,"20,132,327",$9903392041.1800,"11,191,427",$10527548688.9400,"11,009,867",$6160060478.0000,"18,832,760",$13143835618.8800,comb,2020-03-20
FIRM (ALL),3086933,"1,209,331",$690689563.0000,"1,877,602",$1213623919.0000,"1,216,041",$793482422.0000,"1,936,767",$1298322380.0000,comb,2020-03-20
M-M (ALL),32170668,0,$0,"32,170,668",$23121006882.8800,0,$0,"33,585,920",$24060560196.1200,comb,2020-03-20
TOTAL COMB,66581355,"21,341,658",$10594081604.1800,"45,239,697",$34862179490.8200,"12,225,908",$6953542900.0000,"54,355,447",$38502718195.0000,comb,2020-03-20
CUST (1-10),6516107,"5,227,569",$2878433230.5000,"1,288,538",$822973305.5000,"2,729,053",$1267444587.0000,"3,948,457",$2640764951.5000,calls,2020-03-27
CUST (11-49),4044475,"3,155,497",$967755071.0000,"888,978",$341389273.5000,"2,010,407",$544155704.5000,"2,493,349",$984634318.5000,calls,2020-03-27
CUST (50-UP),6081594,"4,207,305",$894132106.5000,"1,874,289",$476808474.5000,"2,902,631",$599937239.5000,"3,668,642",$999601604.0000,calls,2020-03-27
CUST (ALL),16642176,"12,590,371",$4740320408.0000,"4,051,805",$1641171053.5000,"7,642,091",$2411537531.0000,"10,110,448",$4625000874.0000,calls,2020-03-27
FIRM (ALL),1041343,"503,842",$170790446.0000,"537,501",$177007772.0000,"620,322",$240109132.0000,"659,871",$194893711.0000,calls,2020-03-27
M-M (ALL),18300629,0,$0,"18,300,629",$8112291606.0000,0,$0,"16,951,416",$7370040037.5000,calls,2020-03-27
TOTAL CALLS,35984148,"13,094,213",$4911110854.0000,"22,889,935",$9930470431.5000,"8,262,413",$2651646663.0000,"27,721,735",$12189934622.5000,calls,2020-03-27
CUST (1-10),4447223,"3,414,265",$1820220509.0000,"1,032,958",$1019201221.0000,"1,970,881",$1235655107.0000,"2,385,283",$1675535495.5000,puts,2020-03-27
CUST (11-49),2609469,"1,952,533",$656016987.0000,"656,936",$479318731.5000,"1,303,003",$515076952.0000,"1,545,893",$794955555.5000,puts,2020-03-27
CUST (50-UP),4031486,"2,591,454",$675184810.0000,"1,440,032",$892331031.0000,"1,989,776",$695930246.0000,"2,239,593",$1016603455.0000,puts,2020-03-27
CUST (ALL),11088178,"7,958,252",$3151422306.0000,"3,129,926",$2390850983.5000,"5,263,660",$2446662305.0000,"6,170,769",$3487094506.0000,puts,2020-03-27
FIRM (ALL),769419,"441,189",$256322415.0000,"328,230",$252513847.0000,"651,870",$400603756.0000,"563,130",$520599636.0000,puts,2020-03-27
M-M (ALL),12707816,0,$0,"12,707,816",$7561190455.5000,0,$0,"11,915,984",$6757339804.0000,puts,2020-03-27
TOTAL PUTS,24565413,"8,399,441",$3407744721.0000,"16,165,972",$10204555286.0000,"5,915,530",$2847266061.0000,"18,649,883",$10765033946.0000,puts,2020-03-27
CUST (1-10),10963330,"8,641,834",$4698653739.5000,"2,321,496",$1842174526.5000,"4,699,934",$2503099694.0000,"6,333,740",$4316300447.0000,comb,2020-03-27
CUST (11-49),6653944,"5,108,030",$1623772058.0000,"1,545,914",$820708005.0000,"3,313,410",$1059232656.5000,"4,039,242",$1779589874.0000,comb,2020-03-27
CUST (50-UP),10113080,"6,798,759",$1569316916.5000,"3,314,321",$1369139505.5000,"4,892,407",$1295867485.5000,"5,908,235",$2016205059.0000,comb,2020-03-27
CUST (ALL),27730354,"20,548,623",$7891742714.0000,"7,181,731",$4032022037.0000,"12,905,751",$4858199836.0000,"16,281,217",$8112095380.0000,comb,2020-03-27
FIRM (ALL),1810762,"945,031",$427112861.0000,"865,731",$429521619.0000,"1,272,192",$640712888.0000,"1,223,001",$715493347.0000,comb,2020-03-27
M-M (ALL),31008445,0,$0,"31,008,445",$15673482061.5000,0,$0,"28,867,400",$14127379841.5000,comb,2020-03-27
TOTAL COMB,60549561,"21,493,654",$8318855575.0000,"39,055,907",$20135025717.5000,"14,177,943",$5498912724.0000,"46,371,618",$22954968568.5000,comb,2020-03-27
CUST (1-10),5851044,"4,605,444",$1925824801.0000,"1,245,600",$460828851.0000,"2,335,849",$882929710.0000,"2,790,128",$1384161083.0000,calls,2020-04-03
CUST (11-49),3701077,"2,859,343",$647609557.0000,"841,734",$191209601.0000,"1,688,004",$406495135.0000,"1,811,115",$522465138.0000,calls,2020-04-03
CUST (50-UP),4912451,"3,416,321",$599781562.0000,"1,496,130",$298228654.0000,"2,266,085",$372190647.5000,"2,436,285",$596273182.0000,calls,2020-04-03
CUST (ALL),14464572,"10,881,108",$3173215920.0000,"3,583,464",$950267106.0000,"6,289,938",$1661615492.5000,"7,037,528",$2502899403.0000,calls,2020-04-03
FIRM (ALL),926159,"508,154",$166404082.0000,"418,005",$149914241.0000,"526,485",$189347649.0000,"534,038",$151499212.0000,calls,2020-04-03
M-M (ALL),13893123,0,$0,"13,893,123",$5165909706.5000,0,$0,"14,895,865",$5100349299.0000,calls,2020-04-03
TOTAL CALLS,29283854,"11,389,262",$3339620002.0000,"17,894,592",$6266091053.5000,"6,816,423",$1850963141.5000,"22,467,431",$7754747914.0000,calls,2020-04-03
CUST (1-10),4211741,"3,260,260",$1649557270.0000,"951,481",$726908661.0000,"1,908,524",$938765996.5000,"2,534,039",$1495117154.0000,puts,2020-04-03
CUST (11-49),2524189,"1,929,314",$611485574.0000,"594,875",$317351632.0000,"1,236,541",$389236618.0000,"1,516,576",$608729145.0000,puts,2020-04-03
CUST (50-UP),3471418,"2,378,801",$610589419.0000,"1,092,617",$596562154.0000,"1,860,450",$461830399.0000,"2,132,816",$807688271.0000,puts,2020-04-03
CUST (ALL),10207348,"7,568,375",$2871632263.0000,"2,638,973",$1640822447.0000,"5,005,515",$1789833013.5000,"6,183,431",$2911534570.0000,puts,2020-04-03
FIRM (ALL),1068915,"640,178",$366939324.0000,"428,737",$254788519.0000,"546,866",$319970505.0000,"452,835",$275018991.0000,puts,2020-04-03
M-M (ALL),12549010,0,$0,"12,549,010",$6201768119.5000,0,$0,"11,636,626",$6039593593.0000,puts,2020-04-03
TOTAL PUTS,23825273,"8,208,553",$3238571587.0000,"15,616,720",$8097379085.5000,"5,552,381",$2109803518.5000,"18,272,892",$9226147154.0000,puts,2020-04-03
CUST (1-10),10062785,"7,865,704",$3575382071.0000,"2,197,081",$1187737512.0000,"4,244,373",$1821695706.5000,"5,324,167",$2879278237.0000,comb,2020-04-03
CUST (11-49),6225266,"4,788,657",$1259095131.0000,"1,436,609",$508561233.0000,"2,924,545",$795731753.0000,"3,327,691",$1131194283.0000,comb,2020-04-03
CUST (50-UP),8383869,"5,795,122",$1210370981.0000,"2,588,747",$894790808.0000,"4,126,535",$834021046.5000,"4,569,101",$1403961453.0000,comb,2020-04-03
CUST (ALL),24671920,"18,449,483",$6044848183.0000,"6,222,437",$2591089553.0000,"11,295,453",$3451448506.0000,"13,220,959",$5414433973.0000,comb,2020-04-03
FIRM (ALL),1995074,"1,148,332",$533343406.0000,"846,742",$404702760.0000,"1,073,351",$509318154.0000,"986,873",$426518203.0000,comb,2020-04-03
M-M (ALL),26442133,0,$0,"26,442,133",$11367677826.0000,0,$0,"26,532,491",$11139942892.0000,comb,2020-04-03
TOTAL COMB,53109127,"19,597,815",$6578191589.0000,"33,511,312",$14363470139.0000,"12,368,804",$3960766660.0000,"40,740,323",$16980895068.0000,comb,2020-04-03
CUST (1-10),5353882,"4,267,985",$1608347430.0000,"1,085,897",$658841382.0000,"2,379,773",$852764297.0000,"3,769,157",$1916461551.5000,calls,2020-04-10
CUST (11-49),3485196,"2,734,545",$606630540.0000,"750,651",$315698202.0000,"1,731,815",$384572842.0000,"2,484,202",$758888214.0000,calls,2020-04-10
CUST (50-UP),4758562,"3,376,991",$582191814.5000,"1,381,571",$367087707.0000,"2,423,456",$391104442.0000,"3,200,295",$757653383.5000,calls,2020-04-10
CUST (ALL),13597640,"10,379,521",$2797169784.5000,"3,218,119",$1341627291.0000,"6,535,044",$1628441581.0000,"9,453,654",$3433003149.0000,calls,2020-04-10
FIRM (ALL),1040826,"561,541",$160366574.0000,"479,285",$113310737.5000,"446,434",$120802865.0000,"577,994",$119923563.0000,calls,2020-04-10
M-M (ALL),16228216,0,$0,"16,228,216",$5912325378.5000,0,$0,"13,853,556",$5022628607.5000,calls,2020-04-10
TOTAL CALLS,30866682,"10,941,062",$2957536358.5000,"19,925,620",$7367263407.0000,"6,981,478",$1749244446.0000,"23,885,204",$8575555319.5000,calls,2020-04-10
CUST (1-10),4200070,"3,235,826",$1258754376.0000,"964,244",$479696269.0000,"1,692,021",$725136925.0000,"1,929,589",$776632896.0000,puts,2020-04-10
CUST (11-49),2580138,"2,011,017",$506624923.0000,"569,121",$221591731.0000,"1,145,670",$345753782.5000,"1,326,540",$348233042.0000,puts,2020-04-10
CUST (50-UP),3447824,"2,332,168",$464887779.0000,"1,115,656",$366653902.5000,"1,611,695",$408540416.5000,"1,755,153",$440932296.5000,puts,2020-04-10
CUST (ALL),10228032,"7,579,011",$2230267078.0000,"2,649,021",$1067941902.5000,"4,449,386",$1479431124.0000,"5,011,282",$1565798234.5000,puts,2020-04-10
FIRM (ALL),845727,"521,285",$213881434.0000,"324,442",$185418126.0000,"392,721",$180005624.0000,"390,608",$189598538.0000,puts,2020-04-10
M-M (ALL),10302402,0,$0,"10,302,402",$4039106004.5000,0,$0,"11,132,164",$4321781024.5000,puts,2020-04-10
TOTAL PUTS,21376161,"8,100,296",$2444148512.0000,"13,275,865",$5292466033.0000,"4,842,107",$1659436748.0000,"16,534,054",$6077177797.0000,puts,2020-04-10
CUST (1-10),9553952,"7,503,811",$2867101806.0000,"2,050,141",$1138537651.0000,"4,071,794",$1577901222.0000,"5,698,746",$2693094447.5000,comb,2020-04-10
CUST (11-49),6065334,"4,745,562",$1113255463.0000,"1,319,772",$537289933.0000,"2,877,485",$730326624.5000,"3,810,742",$1107121256.0000,comb,2020-04-10
